season,date_code,weekending,region,Influenza_Category,Count
2011-2012,201147,11/20/2011,Lower Southern,Influenza_AH1pdm09,0
2011-2012,201147,11/20/2011,Lower Southern,Influenza_ANotSubtyped,0
2011-2012,201147,11/20/2011,Lower Southern,Influenza_B,0
2011-2012,201147,11/20/2011,Lower Southern,Influenza_Total,0
2011-2012,201147,11/20/2011,Lower Southern,Influenza_Tested,4
2011-2012,201147,11/20/2011,Northern,Influenza_A,0
2011-2012,201147,11/20/2011,Northern,Influenza_AH3,0
2011-2012,201147,11/20/2011,Northern,Influenza_AH1pdm09,0
2011-2012,201147,11/20/2011,Northern,Influenza_ANotSubtyped,0
2011-2012,201147,11/20/2011,Northern,Influenza_B,0
2011-2012,201147,11/20/2011,Northern,Influenza_Total,0
2011-2012,201147,11/20/2011,Northern,Influenza_Tested,3
2011-2012,201147,11/20/2011,Upper Southern,Influenza_A,1
2011-2012,201147,11/20/2011,Upper Southern,Influenza_AH3,1
2011-2012,201147,11/20/2011,Upper Southern,Influenza_AH1pdm09,0
2011-2012,201147,11/20/2011,Upper Southern,Influenza_ANotSubtyped,0
2011-2012,201147,11/20/2011,Upper Southern,Influenza_B,0
2011-2012,201147,11/20/2011,Upper Southern,Influenza_Total,1
2011-2012,201147,11/20/2011,Upper Southern,Influenza_Tested,3
2011-2012,201148,11/27/2011,Bay Area,Influenza_A,4
2011-2012,201148,11/27/2011,Bay Area,Influenza_AH3,4
2011-2012,201148,11/27/2011,Bay Area,Influenza_AH1pdm09,0
2011-2012,201148,11/27/2011,Bay Area,Influenza_ANotSubtyped,0
2011-2012,201148,11/27/2011,Bay Area,Influenza_B,1
2011-2012,201148,11/27/2011,Bay Area,Influenza_Total,5
2011-2012,201148,11/27/2011,Bay Area,Influenza_Tested,21
2011-2012,201148,11/27/2011,California,Influenza_A,4
2011-2012,201148,11/27/2011,California,Influenza_AH3,4
2011-2012,201148,11/27/2011,California,Influenza_AH1pdm09,0
2011-2012,201148,11/27/2011,California,Influenza_ANotSubtyped,0
2011-2012,201148,11/27/2011,California,Influenza_B,1
2011-2012,201148,11/27/2011,California,Influenza_Total,5
2011-2012,201148,11/27/2011,California,Influenza_Tested,59
2011-2012,201148,11/27/2011,Central,Influenza_A,0
2011-2012,201148,11/27/2011,Central,Influenza_AH3,0
2011-2012,201148,11/27/2011,Central,Influenza_AH1pdm09,0
2011-2012,201148,11/27/2011,Central,Influenza_ANotSubtyped,0
2011-2012,201148,11/27/2011,Central,Influenza_B,0
2011-2012,201148,11/27/2011,Central,Influenza_Total,0
2011-2012,201148,11/27/2011,Central,Influenza_Tested,13
2011-2012,201148,11/27/2011,Lower Southern,Influenza_A,0
2011-2012,201148,11/27/2011,Lower Southern,Influenza_AH3,0
2011-2012,201148,11/27/2011,Lower Southern,Influenza_AH1pdm09,0
2011-2012,201148,11/27/2011,Lower Southern,Influenza_ANotSubtyped,0
2011-2012,201148,11/27/2011,Lower Southern,Influenza_B,0
2011-2012,201148,11/27/2011,Lower Southern,Influenza_Total,0
2011-2012,201148,11/27/2011,Lower Southern,Influenza_Tested,10
2011-2012,201148,11/27/2011,Northern,Influenza_A,0
2011-2012,201148,11/27/2011,Northern,Influenza_AH3,0
2011-2012,201148,11/27/2011,Northern,Influenza_AH1pdm09,0
2011-2012,201148,11/27/2011,Northern,Influenza_ANotSubtyped,0
2011-2012,201148,11/27/2011,Northern,Influenza_B,0
2011-2012,201148,11/27/2011,Northern,Influenza_Total,0
2011-2012,201148,11/27/2011,Northern,Influenza_Tested,6
2011-2012,201148,11/27/2011,Upper Southern,Influenza_A,0
2011-2012,201148,11/27/2011,Upper Southern,Influenza_AH3,0
2011-2012,201148,11/27/2011,Upper Southern,Influenza_AH1pdm09,0
2011-2012,201148,11/27/2011,Upper Southern,Influenza_ANotSubtyped,0
2011-2012,201148,11/27/2011,Upper Southern,Influenza_B,0
2011-2012,201148,11/27/2011,Upper Southern,Influenza_Total,0
2011-2012,201148,11/27/2011,Upper Southern,Influenza_Tested,9
2011-2012,201149,12/4/2011,Bay Area,Influenza_A,2
2011-2012,201149,12/4/2011,Bay Area,Influenza_AH3,2
2011-2012,201149,12/4/2011,Bay Area,Influenza_AH1pdm09,0
2011-2012,201149,12/4/2011,Bay Area,Influenza_ANotSubtyped,0
2011-2012,201149,12/4/2011,Bay Area,Influenza_B,0
2011-2012,201149,12/4/2011,Bay Area,Influenza_Total,2
2011-2012,201149,12/4/2011,Bay Area,Influenza_Tested,22
2011-2012,201149,12/4/2011,California,Influenza_A,5
2011-2012,201149,12/4/2011,California,Influenza_AH3,5
2011-2012,201149,12/4/2011,California,Influenza_AH1pdm09,0
2011-2012,201149,12/4/2011,California,Influenza_ANotSubtyped,0
2011-2012,201149,12/4/2011,California,Influenza_B,0
2011-2012,201149,12/4/2011,California,Influenza_Total,5
2011-2012,201149,12/4/2011,California,Influenza_Tested,58
2011-2012,201149,12/4/2011,Central,Influenza_A,0
2011-2012,201149,12/4/2011,Central,Influenza_AH3,0
2011-2012,201149,12/4/2011,Central,Influenza_AH1pdm09,0
2011-2012,201149,12/4/2011,Central,Influenza_ANotSubtyped,0
2011-2012,201149,12/4/2011,Central,Influenza_B,0
2011-2012,201149,12/4/2011,Central,Influenza_Total,0
2011-2012,201149,12/4/2011,Central,Influenza_Tested,8
2011-2012,201149,12/4/2011,Lower Southern,Influenza_A,3
2011-2012,201149,12/4/2011,Lower Southern,Influenza_AH3,3
2011-2012,201149,12/4/2011,Lower Southern,Influenza_AH1pdm09,0
2011-2012,201149,12/4/2011,Lower Southern,Influenza_ANotSubtyped,0
2011-2012,201149,12/4/2011,Lower Southern,Influenza_B,0
2011-2012,201149,12/4/2011,Lower Southern,Influenza_Total,3
2011-2012,201149,12/4/2011,Lower Southern,Influenza_Tested,13
2011-2012,201149,12/4/2011,Northern,Influenza_A,0
2011-2012,201149,12/4/2011,Northern,Influenza_AH3,0
2011-2012,201149,12/4/2011,Northern,Influenza_AH1pdm09,0
2011-2012,201149,12/4/2011,Northern,Influenza_ANotSubtyped,0
2011-2012,201149,12/4/2011,Northern,Influenza_B,0
2011-2012,201149,12/4/2011,Northern,Influenza_Total,0
2011-2012,201149,12/4/2011,Northern,Influenza_Tested,2
2011-2012,201149,12/4/2011,Upper Southern,Influenza_A,0
2011-2012,201149,12/4/2011,Upper Southern,Influenza_AH3,0
2011-2012,201149,12/4/2011,Upper Southern,Influenza_AH1pdm09,0
2011-2012,201149,12/4/2011,Upper Southern,Influenza_ANotSubtyped,0
2011-2012,201149,12/4/2011,Upper Southern,Influenza_B,0
2011-2012,201149,12/4/2011,Upper Southern,Influenza_Total,0
2011-2012,201149,12/4/2011,Upper Southern,Influenza_Tested,13
2011-2012,201150,12/11/2011,Bay Area,Influenza_A,8
2011-2012,201150,12/11/2011,Bay Area,Influenza_AH3,8
2011-2012,201150,12/11/2011,Bay Area,Influenza_AH1pdm09,0
2011-2012,201150,12/11/2011,Bay Area,Influenza_ANotSubtyped,0
2011-2012,201150,12/11/2011,Bay Area,Influenza_B,0
2011-2012,201150,12/11/2011,Bay Area,Influenza_Total,8
2011-2012,201150,12/11/2011,Bay Area,Influenza_Tested,31
2011-2012,201150,12/11/2011,California,Influenza_A,8
2011-2012,201150,12/11/2011,California,Influenza_AH3,8
2011-2012,201150,12/11/2011,California,Influenza_AH1pdm09,0
2011-2012,201150,12/11/2011,California,Influenza_ANotSubtyped,0
2011-2012,201150,12/11/2011,California,Influenza_B,1
2011-2012,201150,12/11/2011,California,Influenza_Total,9
2011-2012,201150,12/11/2011,California,Influenza_Tested,66
2011-2012,201150,12/11/2011,Central,Influenza_A,0
2011-2012,201150,12/11/2011,Central,Influenza_AH3,0
2011-2012,201150,12/11/2011,Central,Influenza_AH1pdm09,0
2011-2012,201150,12/11/2011,Central,Influenza_ANotSubtyped,0
2011-2012,201150,12/11/2011,Central,Influenza_B,0
2011-2012,201150,12/11/2011,Central,Influenza_Total,0
2011-2012,201150,12/11/2011,Central,Influenza_Tested,4
2011-2012,201150,12/11/2011,Lower Southern,Influenza_A,0
2011-2012,201150,12/11/2011,Lower Southern,Influenza_AH3,0
2011-2012,201150,12/11/2011,Lower Southern,Influenza_AH1pdm09,0
2011-2012,201150,12/11/2011,Lower Southern,Influenza_ANotSubtyped,0
2011-2012,201150,12/11/2011,Lower Southern,Influenza_B,1
2011-2012,201150,12/11/2011,Lower Southern,Influenza_Total,1
2011-2012,201150,12/11/2011,Lower Southern,Influenza_Tested,10
2011-2012,201150,12/11/2011,Northern,Influenza_A,0
2011-2012,201150,12/11/2011,Northern,Influenza_AH3,0
2011-2012,201150,12/11/2011,Northern,Influenza_AH1pdm09,0
2011-2012,201150,12/11/2011,Northern,Influenza_ANotSubtyped,0
2011-2012,201150,12/11/2011,Northern,Influenza_B,0
2011-2012,201150,12/11/2011,Northern,Influenza_Total,0
2011-2012,201150,12/11/2011,Northern,Influenza_Tested,6
2011-2012,201150,12/11/2011,Upper Southern,Influenza_A,0
2011-2012,201150,12/11/2011,Upper Southern,Influenza_AH3,0
2011-2012,201150,12/11/2011,Upper Southern,Influenza_AH1pdm09,0
2011-2012,201150,12/11/2011,Upper Southern,Influenza_ANotSubtyped,0
2011-2012,201150,12/11/2011,Upper Southern,Influenza_B,0
2011-2012,201150,12/11/2011,Upper Southern,Influenza_Total,0
2011-2012,201150,12/11/2011,Upper Southern,Influenza_Tested,15
2011-2012,201151,12/18/2011,Bay Area,Influenza_A,12
2011-2012,201151,12/18/2011,Bay Area,Influenza_AH3,12
2011-2012,201151,12/18/2011,Bay Area,Influenza_AH1pdm09,0
2011-2012,201151,12/18/2011,Bay Area,Influenza_ANotSubtyped,0
2011-2012,201151,12/18/2011,Bay Area,Influenza_B,1
2011-2012,201151,12/18/2011,Bay Area,Influenza_Total,13
2011-2012,201151,12/18/2011,Bay Area,Influenza_Tested,31
2011-2012,201151,12/18/2011,California,Influenza_A,23
2011-2012,201151,12/18/2011,California,Influenza_AH3,22
2011-2012,201151,12/18/2011,California,Influenza_AH1pdm09,1
2011-2012,201151,12/18/2011,California,Influenza_ANotSubtyped,0
2011-2012,201151,12/18/2011,California,Influenza_B,3
2011-2012,201151,12/18/2011,California,Influenza_Total,26
2011-2012,201151,12/18/2011,California,Influenza_Tested,102
2011-2012,201151,12/18/2011,Central,Influenza_A,3
2011-2012,201151,12/18/2011,Central,Influenza_AH3,2
2011-2012,201151,12/18/2011,Central,Influenza_AH1pdm09,1
2011-2012,201151,12/18/2011,Central,Influenza_ANotSubtyped,0
2011-2012,201151,12/18/2011,Central,Influenza_B,1
2011-2012,201151,12/18/2011,Central,Influenza_Total,4
2011-2012,201151,12/18/2011,Central,Influenza_Tested,11
2011-2012,201151,12/18/2011,Lower Southern,Influenza_A,7
2011-2012,201151,12/18/2011,Lower Southern,Influenza_AH3,7
2011-2012,201151,12/18/2011,Lower Southern,Influenza_AH1pdm09,0
2011-2012,201151,12/18/2011,Lower Southern,Influenza_ANotSubtyped,0
2011-2012,201151,12/18/2011,Lower Southern,Influenza_B,0
2011-2012,201151,12/18/2011,Lower Southern,Influenza_Total,7
2011-2012,201151,12/18/2011,Lower Southern,Influenza_Tested,37
2011-2012,201151,12/18/2011,Northern,Influenza_A,0
2011-2012,201151,12/18/2011,Northern,Influenza_AH3,0
2011-2012,201151,12/18/2011,Northern,Influenza_AH1pdm09,0
2011-2012,201151,12/18/2011,Northern,Influenza_ANotSubtyped,0
2011-2012,201151,12/18/2011,Northern,Influenza_B,0
2011-2012,201151,12/18/2011,Northern,Influenza_Total,0
2011-2012,201151,12/18/2011,Northern,Influenza_Tested,4
2011-2012,201151,12/18/2011,Upper Southern,Influenza_A,1
2011-2012,201151,12/18/2011,Upper Southern,Influenza_AH3,1
2011-2012,201151,12/18/2011,Upper Southern,Influenza_AH1pdm09,0
2011-2012,201151,12/18/2011,Upper Southern,Influenza_ANotSubtyped,0
2011-2012,201151,12/18/2011,Upper Southern,Influenza_B,1
2011-2012,201151,12/18/2011,Upper Southern,Influenza_Total,2
2011-2012,201151,12/18/2011,Upper Southern,Influenza_Tested,19
2011-2012,201152,12/25/2011,Bay Area,Influenza_A,0
2011-2012,201152,12/25/2011,Bay Area,Influenza_AH3,0
2011-2012,201152,12/25/2011,Bay Area,Influenza_AH1pdm09,0
2011-2012,201152,12/25/2011,Bay Area,Influenza_ANotSubtyped,0
2011-2012,201152,12/25/2011,Bay Area,Influenza_B,2
2011-2012,201152,12/25/2011,Bay Area,Influenza_Total,2
2011-2012,201152,12/25/2011,Bay Area,Influenza_Tested,26
2011-2012,201152,12/25/2011,California,Influenza_A,7
2011-2012,201152,12/25/2011,California,Influenza_AH3,5
2011-2012,201152,12/25/2011,California,Influenza_AH1pdm09,2
2011-2012,201152,12/25/2011,California,Influenza_ANotSubtyped,0
2011-2012,201152,12/25/2011,California,Influenza_B,2
2011-2012,201152,12/25/2011,California,Influenza_Total,9
2011-2012,201152,12/25/2011,California,Influenza_Tested,109
2011-2012,201152,12/25/2011,Central,Influenza_A,0
2011-2012,201152,12/25/2011,Central,Influenza_AH3,0
2011-2012,201152,12/25/2011,Central,Influenza_AH1pdm09,0
2011-2012,201152,12/25/2011,Central,Influenza_ANotSubtyped,0
2011-2012,201152,12/25/2011,Central,Influenza_B,0
2011-2012,201152,12/25/2011,Central,Influenza_Total,0
2011-2012,201152,12/25/2011,Central,Influenza_Tested,7
2011-2012,201152,12/25/2011,Lower Southern,Influenza_A,6
2011-2012,201152,12/25/2011,Lower Southern,Influenza_AH3,4
2011-2012,201152,12/25/2011,Lower Southern,Influenza_AH1pdm09,2
2011-2012,201152,12/25/2011,Lower Southern,Influenza_ANotSubtyped,0
2011-2012,201152,12/25/2011,Lower Southern,Influenza_B,0
2011-2012,201152,12/25/2011,Lower Southern,Influenza_Total,6
2011-2012,201152,12/25/2011,Lower Southern,Influenza_Tested,36
2011-2012,201152,12/25/2011,Northern,Influenza_A,0
2011-2012,201152,12/25/2011,Northern,Influenza_AH3,0
2011-2012,201152,12/25/2011,Northern,Influenza_AH1pdm09,0
2011-2012,201152,12/25/2011,Northern,Influenza_ANotSubtyped,0
2011-2012,201152,12/25/2011,Northern,Influenza_B,0
2011-2012,201152,12/25/2011,Northern,Influenza_Total,0
2011-2012,201152,12/25/2011,Northern,Influenza_Tested,10
2011-2012,201152,12/25/2011,Upper Southern,Influenza_A,1
2011-2012,201152,12/25/2011,Upper Southern,Influenza_AH3,1
2011-2012,201152,12/25/2011,Upper Southern,Influenza_AH1pdm09,0
2011-2012,201152,12/25/2011,Upper Southern,Influenza_ANotSubtyped,0
2011-2012,201152,12/25/2011,Upper Southern,Influenza_B,0
2011-2012,201152,12/25/2011,Upper Southern,Influenza_Total,1
2011-2012,201152,12/25/2011,Upper Southern,Influenza_Tested,30
2011-2012,201201,1/1/2012,Bay Area,Influenza_A,10
2011-2012,201201,1/1/2012,Bay Area,Influenza_AH3,8
2011-2012,201201,1/1/2012,Bay Area,Influenza_AH1pdm09,1
2011-2012,201201,1/1/2012,Bay Area,Influenza_ANotSubtyped,1
2011-2012,201201,1/1/2012,Bay Area,Influenza_B,1
2011-2012,201201,1/1/2012,Bay Area,Influenza_Total,11
2011-2012,201201,1/1/2012,Bay Area,Influenza_Tested,36
2011-2012,201201,1/1/2012,California,Influenza_A,32
2011-2012,201201,1/1/2012,California,Influenza_AH3,25
2011-2012,201201,1/1/2012,California,Influenza_AH1pdm09,6
2011-2012,201201,1/1/2012,California,Influenza_ANotSubtyped,1
2011-2012,201201,1/1/2012,California,Influenza_B,1
2011-2012,201201,1/1/2012,California,Influenza_Total,33
2011-2012,201201,1/1/2012,California,Influenza_Tested,116
2011-2012,201201,1/1/2012,Central,Influenza_A,0
2011-2012,201201,1/1/2012,Central,Influenza_AH3,0
2011-2012,201201,1/1/2012,Central,Influenza_AH1pdm09,0
2011-2012,201201,1/1/2012,Central,Influenza_ANotSubtyped,0
2011-2012,201201,1/1/2012,Central,Influenza_B,0
2011-2012,201201,1/1/2012,Central,Influenza_Total,0
2011-2012,201201,1/1/2012,Central,Influenza_Tested,8
2011-2012,201201,1/1/2012,Lower Southern,Influenza_A,18
2011-2012,201201,1/1/2012,Lower Southern,Influenza_AH3,14
2011-2012,201201,1/1/2012,Lower Southern,Influenza_AH1pdm09,4
2011-2012,201201,1/1/2012,Lower Southern,Influenza_ANotSubtyped,0
2011-2012,201201,1/1/2012,Lower Southern,Influenza_B,0
2011-2012,201201,1/1/2012,Lower Southern,Influenza_Total,18
2011-2012,201201,1/1/2012,Lower Southern,Influenza_Tested,46
2011-2012,201201,1/1/2012,Northern,Influenza_A,0
2011-2012,201201,1/1/2012,Northern,Influenza_AH3,0
2011-2012,201201,1/1/2012,Northern,Influenza_AH1pdm09,0
2011-2012,201201,1/1/2012,Northern,Influenza_ANotSubtyped,0
2011-2012,201201,1/1/2012,Northern,Influenza_B,0
2011-2012,201201,1/1/2012,Northern,Influenza_Total,0
2011-2012,201201,1/1/2012,Northern,Influenza_Tested,9
2011-2012,201201,1/1/2012,Upper Southern,Influenza_A,4
2011-2012,201201,1/1/2012,Upper Southern,Influenza_AH3,3
2011-2012,201201,1/1/2012,Upper Southern,Influenza_AH1pdm09,1
2011-2012,201201,1/1/2012,Upper Southern,Influenza_ANotSubtyped,0
2011-2012,201201,1/1/2012,Upper Southern,Influenza_B,0
2011-2012,201201,1/1/2012,Upper Southern,Influenza_Total,4
2011-2012,201201,1/1/2012,Upper Southern,Influenza_Tested,17
2011-2012,201202,1/8/2012,Bay Area,Influenza_A,6
2011-2012,201202,1/8/2012,Bay Area,Influenza_AH3,5
2011-2012,201202,1/8/2012,Bay Area,Influenza_AH1pdm09,1
2011-2012,201202,1/8/2012,Bay Area,Influenza_ANotSubtyped,0
2011-2012,201202,1/8/2012,Bay Area,Influenza_B,1
2011-2012,201202,1/8/2012,Bay Area,Influenza_Total,7
2011-2012,201202,1/8/2012,Bay Area,Influenza_Tested,43
2011-2012,201202,1/8/2012,California,Influenza_A,28
2011-2012,201202,1/8/2012,California,Influenza_AH3,20
2011-2012,201202,1/8/2012,California,Influenza_AH1pdm09,8
2011-2012,201202,1/8/2012,California,Influenza_ANotSubtyped,0
2011-2012,201202,1/8/2012,California,Influenza_B,1
2011-2012,201202,1/8/2012,California,Influenza_Total,29
2011-2012,201202,1/8/2012,California,Influenza_Tested,139
2011-2012,201202,1/8/2012,Central,Influenza_A,0
2011-2012,201202,1/8/2012,Central,Influenza_AH3,0
2011-2012,201202,1/8/2012,Central,Influenza_AH1pdm09,0
2011-2012,201202,1/8/2012,Central,Influenza_ANotSubtyped,0
2011-2012,201202,1/8/2012,Central,Influenza_B,0
2011-2012,201202,1/8/2012,Central,Influenza_Total,0
2011-2012,201202,1/8/2012,Central,Influenza_Tested,6
2011-2012,201202,1/8/2012,Lower Southern,Influenza_A,16
2011-2012,201202,1/8/2012,Lower Southern,Influenza_AH3,12
2011-2012,201202,1/8/2012,Lower Southern,Influenza_AH1pdm09,4
2011-2012,201202,1/8/2012,Lower Southern,Influenza_ANotSubtyped,0
2011-2012,201202,1/8/2012,Lower Southern,Influenza_B,0
2011-2012,201202,1/8/2012,Lower Southern,Influenza_Total,16
2011-2012,201202,1/8/2012,Lower Southern,Influenza_Tested,39
2011-2012,201202,1/8/2012,Northern,Influenza_A,0
2011-2012,201202,1/8/2012,Northern,Influenza_AH3,0
2011-2012,201202,1/8/2012,Northern,Influenza_AH1pdm09,0
2011-2012,201202,1/8/2012,Northern,Influenza_ANotSubtyped,0
2011-2012,201202,1/8/2012,Northern,Influenza_B,0
2011-2012,201202,1/8/2012,Northern,Influenza_Total,0
2011-2012,201202,1/8/2012,Northern,Influenza_Tested,20
2011-2012,201202,1/8/2012,Upper Southern,Influenza_A,6
2011-2012,201202,1/8/2012,Upper Southern,Influenza_AH3,3
2011-2012,201202,1/8/2012,Upper Southern,Influenza_AH1pdm09,3
2011-2012,201202,1/8/2012,Upper Southern,Influenza_ANotSubtyped,0
2011-2012,201202,1/8/2012,Upper Southern,Influenza_B,0
2011-2012,201202,1/8/2012,Upper Southern,Influenza_Total,6
2011-2012,201202,1/8/2012,Upper Southern,Influenza_Tested,31
2011-2012,201203,1/15/2012,Bay Area,Influenza_A,25
2011-2012,201203,1/15/2012,Bay Area,Influenza_AH3,14
2011-2012,201203,1/15/2012,Bay Area,Influenza_AH1pdm09,11
2011-2012,201203,1/15/2012,Bay Area,Influenza_ANotSubtyped,0
2011-2012,201203,1/15/2012,Bay Area,Influenza_B,0
2011-2012,201203,1/15/2012,Bay Area,Influenza_Total,25
2011-2012,201203,1/15/2012,Bay Area,Influenza_Tested,49
2011-2012,201203,1/15/2012,California,Influenza_A,64
2011-2012,201203,1/15/2012,California,Influenza_AH3,43
2011-2012,201203,1/15/2012,California,Influenza_AH1pdm09,21
2011-2012,201203,1/15/2012,California,Influenza_ANotSubtyped,0
2011-2012,201203,1/15/2012,California,Influenza_B,0
2011-2012,201203,1/15/2012,California,Influenza_Total,64
2011-2012,201203,1/15/2012,California,Influenza_Tested,146
2011-2012,201203,1/15/2012,Central,Influenza_A,1
2011-2012,201203,1/15/2012,Central,Influenza_AH3,1
2011-2012,201203,1/15/2012,Central,Influenza_AH1pdm09,0
2011-2012,201203,1/15/2012,Central,Influenza_ANotSubtyped,0
2011-2012,201203,1/15/2012,Central,Influenza_B,0
2011-2012,201203,1/15/2012,Central,Influenza_Total,1
2011-2012,201203,1/15/2012,Central,Influenza_Tested,8
2011-2012,201203,1/15/2012,Lower Southern,Influenza_A,33
2011-2012,201203,1/15/2012,Lower Southern,Influenza_AH3,23
2011-2012,201203,1/15/2012,Lower Southern,Influenza_AH1pdm09,10
2011-2012,201203,1/15/2012,Lower Southern,Influenza_ANotSubtyped,0
2011-2012,201203,1/15/2012,Lower Southern,Influenza_B,0
2011-2012,201203,1/15/2012,Lower Southern,Influenza_Total,33
2011-2012,201203,1/15/2012,Lower Southern,Influenza_Tested,57
2011-2012,201203,1/15/2012,Northern,Influenza_A,1
2011-2012,201203,1/15/2012,Northern,Influenza_AH3,1
2011-2012,201203,1/15/2012,Northern,Influenza_AH1pdm09,0
2011-2012,201203,1/15/2012,Northern,Influenza_ANotSubtyped,0
2011-2012,201203,1/15/2012,Northern,Influenza_B,0
2011-2012,201203,1/15/2012,Northern,Influenza_Total,1
